sector,fullTimeEmployees,preMarketPrice,regularMarketPrice,dayHigh,bid,dividendYield,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiveYearAvgDividendYield,volume,askSize,ask,dayLow,averageVolume,marketCap,regularMarketVolume,trailingPE,regularMarketDayLow,exDividendDate,dividendRate,averageVolume10days,regularMarketPreviousClose,averageDailyVolume10Day,regularMarketDayHigh,payoutRatio,twoHundredDayAverage,regularMarketOpen,previousClose,sharesShortPriorMonth,shortPercentOfFloat,forwardPE,pegRatio,dateShortInterest,priceToSalesTrailing12Months,earningsQuarterlyGrowth,lastDividendDate,priceHint,enterpriseValue,beta,floatShares,sharesShortPreviousMonthDate,shortRatio,mostRecentQuarter,heldPercentInsiders,priceToBook,SandP52WeekChange,lastDividendValue,trailingEps,netIncomeToCommon,heldPercentInstitutions,lastFiscalYearEnd,sharesPercentSharesOut,sharesShort,bookValue,sharesOutstanding,forwardEps,52WeekChange,enterpriseToEbitda,enterpriseToRevenue,recommendationMean,quickRatio,revenuePerShare,totalCashPerShare,totalRevenue,totalDebt,totalCash,targetHighPrice,returnOnEquity,debtToEquity,targetMeanPrice,numberOfAnalystOpinions,returnOnAssets,currentRatio,earningsGrowth,currentPrice,targetMedianPrice,freeCashflow,grossProfits,targetLowPrice,ebitda,operatingMargins,revenueGrowth,operatingCashflow,grossMargins,profitMargins,ebitdaMargins,maxAge
1651598406.8467598,Technology,100000,158.09,160.04,160.18,159.25,0.0058,122.25,182.94,1.1,52055032,1200,159.27,156.32,89302500,2611756662784,52055032,26.606815,156.32,1651795200,0.92,97224830,157.96,97224830,160.18,0.14310001,159.35416,158.15,157.96,111286790,0.0063,24.396341,2.59,1649894400,6.90351,0.204,1643932800,2,2631645003776,1.187745,16302468781,1647302400,1.18,1640390400,0.00071000005,36.3562,-0.00222826,0.22,6.015,100554997760,0.59268004,1632528000,0.0063,103292182,4.402,16319399936,6.56,0.23551035,20.525,6.956,1.9,0.875,22.838,3.916,378323009536,122797998080,63913000960,215,1.45567,170.714,190.98,43,0.19875,1.038,0.25,160.04,192,80153247744,152836000000,157,128217997312,0.309,0.112,112241000448,0.43019,0.26579002,0.33890998,1
